Port,Protocol,Count
29371,tcp,15
36795,tcp,18
63980,tcp,10
56121,tcp,17
31645,tcp,9
23303,tcp,14
23877,tcp,18
43668,tcp,12
34736,tcp,24
41775,tcp,8
40464,tcp,9
23754,tcp,14
39202,tcp,18
48814,tcp,17
64473,tcp,16
41159,tcp,14
63468,tcp,18
21452,tcp,12
14762,tcp,14
26493,tcp,15
14662,tcp,14
20816,tcp,15
9656,tcp,14
1426,tcp,13
28751,tcp,14
4588,tcp,12
64652,tcp,15
5182,tcp,16
37450,tcp,17
45135,tcp,18
23798,tcp,21
45889,tcp,14
35268,tcp,10
44523,tcp,17
50411,tcp,11
55113,tcp,14
17432,tcp,15
33829,tcp,15
1049,tcp,12
29524,tcp,19
51297,tcp,14
39045,tcp,17
57445,tcp,15
61985,tcp,17
38549,tcp,16
47361,tcp,18
36174,tcp,17
23670,tcp,17
50972,tcp,17
58641,tcp,15
27603,tcp,13
42136,tcp,9
39035,tcp,15
7468,tcp,16
36281,tcp,22
28634,tcp,12
8858,tcp,9
26731,tcp,14
20422,tcp,13
18287,tcp,14
61009,tcp,12
54741,tcp,17
12993,tcp,16
35032,tcp,19
22944,tcp,20
56042,tcp,21
7825,tcp,12
1135,tcp,16
6826,tcp,15
62639,tcp,17
41608,tcp,14
13152,tcp,14
25180,tcp,20
24721,tcp,15
54138,tcp,13
1894,tcp,16
58516,tcp,20
28857,tcp,17
37638,tcp,18
37857,tcp,11
41320,tcp,14
62562,tcp,6
10230,tcp,16
34514,tcp,13
10535,tcp,16
28522,tcp,12
2303,tcp,14
57558,tcp,12
40240,tcp,16
49128,tcp,17
48710,tcp,10
23172,tcp,13
46226,tcp,13
37314,tcp,17
54974,tcp,24
35530,tcp,19
48411,tcp,19
7874,tcp,18
24602,tcp,12
36458,tcp,19
1893,tcp,18
39798,tcp,12
54661,tcp,16
59362,tcp,17
11286,tcp,10
49179,tcp,12
42737,tcp,19
20554,tcp,14
46477,tcp,25
55528,tcp,11
24387,tcp,18
30530,tcp,25
43729,tcp,11
14985,tcp,15
63739,tcp,17
14897,tcp,10
41414,tcp,13
36667,tcp,16
28809,tcp,18
52985,tcp,12
3659,tcp,20
35430,tcp,12
56687,tcp,10
57836,tcp,14
11092,tcp,13
51284,tcp,13
51578,tcp,16
14696,tcp,21
39519,tcp,6
7525,tcp,19
43158,tcp,17
47748,tcp,21
20978,tcp,11
16208,tcp,12
41548,tcp,14
59872,tcp,9
23614,tcp,9
47515,tcp,16
18773,tcp,15
52822,tcp,18
58582,tcp,17
49060,tcp,11
8902,tcp,15
11434,tcp,13
44855,tcp,13
58271,tcp,15
57465,tcp,16
56491,tcp,18
61890,tcp,24
64089,tcp,12
1574,tcp,15
13497,tcp,16
59365,tcp,19
51011,tcp,13
49389,tcp,14
7689,tcp,16
22731,tcp,16
8935,tcp,19
62532,tcp,10
13724,tcp,13
46080,tcp,14
3069,tcp,13
50221,tcp,12
51302,tcp,16
10645,tcp,11
31642,tcp,9
49450,tcp,11
24134,tcp,14
55407,tcp,15
39725,tcp,6
27323,tcp,16
47875,tcp,17
48914,tcp,20
12034,tcp,15
3923,tcp,12
28964,tcp,15
29849,tcp,15
61408,tcp,9
52209,tcp,15
51622,tcp,17
18221,tcp,11
24008,tcp,9
12471,tcp,15
35424,tcp,16
62044,tcp,17
33573,tcp,11
40456,tcp,18
32391,tcp,18
43378,tcp,14
28116,tcp,11
60469,tcp,15
24060,tcp,16
26793,tcp,6
1193,tcp,19
35999,tcp,9
34552,tcp,24
42561,tcp,14
58315,tcp,11
55215,tcp,22
52668,tcp,13
38084,tcp,19
49134,tcp,15
32703,tcp,17
24248,tcp,16
23669,tcp,18
17680,tcp,7
38281,tcp,15
2319,tcp,17
22389,tcp,18
38134,tcp,15
24686,tcp,11
58385,tcp,6
30188,tcp,18
12852,tcp,23
61932,tcp,10
51317,tcp,11
6688,tcp,18
21122,tcp,11
51146,tcp,21
29009,tcp,15
51322,tcp,21
37736,tcp,13
51292,tcp,13
26779,tcp,7
9602,tcp,18
35507,tcp,13
7379,tcp,12
62464,tcp,7
12170,tcp,12
55571,tcp,12
56010,tcp,9
42618,tcp,13
26179,tcp,11
41193,tcp,12
65209,tcp,7
50109,tcp,15
50242,tcp,15
45508,tcp,17
38751,tcp,16
11086,tcp,22
5673,tcp,14
32368,tcp,17
47497,tcp,17
19542,tcp,19
5306,tcp,14
5029,tcp,18
3579,tcp,16
65288,tcp,20
49569,tcp,13
35935,tcp,15
6189,tcp,8
23827,tcp,12
29264,tcp,11
26897,tcp,8
16814,tcp,14
41959,tcp,23
8268,tcp,14
6205,tcp,12
64420,tcp,11
65011,tcp,9
29859,tcp,14
27387,tcp,10
49366,tcp,14
16899,tcp,16
2554,tcp,19
55147,tcp,15
24269,tcp,12
31333,tcp,16
16405,tcp,15
6974,tcp,21
48139,tcp,15
40633,tcp,17
42375,tcp,13
44039,tcp,8
8610,tcp,21
6933,tcp,9
21595,tcp,21
45230,tcp,8
29941,tcp,18
6172,tcp,11
19713,tcp,14
4810,tcp,12
38874,tcp,16
34441,tcp,12
6588,tcp,20
46532,tcp,18
45663,tcp,12
23484,tcp,14
4550,tcp,7
27246,tcp,10
16150,tcp,12
6757,tcp,15
62291,tcp,20
21544,tcp,22
33042,tcp,11
45716,tcp,11
48113,tcp,12
36242,tcp,14
35638,tcp,11
10732,tcp,9
24914,tcp,12
22431,tcp,14
3958,tcp,17
57888,tcp,12
58259,tcp,15
64022,tcp,17
32024,tcp,11
40717,tcp,20
49447,tcp,24
44535,tcp,20
21032,tcp,17
13489,tcp,17
10926,tcp,10
52107,tcp,19
1512,tcp,18
38474,tcp,11
62222,tcp,15
45625,tcp,15
63465,tcp,12
24108,tcp,14
63908,tcp,13
51558,tcp,24
27930,tcp,22
50208,tcp,12
4062,tcp,15
28625,tcp,17
10448,tcp,12
27145,tcp,14
12926,tcp,15
9211,tcp,14
35728,tcp,14
7991,tcp,17
55022,tcp,16
34230,tcp,15
9452,tcp,18
60879,tcp,17
40698,tcp,13
43268,tcp,18
50005,tcp,15
63941,tcp,18
10185,tcp,16
13892,tcp,22
65400,tcp,16
31502,tcp,12
19531,tcp,11
20357,tcp,18
19544,tcp,20
60857,tcp,17
36739,tcp,17
9191,tcp,16
40716,tcp,19
35203,tcp,16
17505,tcp,14
25322,tcp,14
15021,tcp,14
14915,tcp,10
20314,tcp,13
50418,tcp,19
50875,tcp,18
5519,tcp,18
52160,tcp,14
34782,tcp,11
62240,tcp,15
8460,tcp,10
42109,tcp,14
14112,tcp,15
1402,tcp,15
25634,tcp,15
60026,tcp,13
36492,tcp,17
30557,tcp,19
45192,tcp,12
32527,tcp,13
8114,tcp,17
24889,tcp,14
37044,tcp,13
28739,tcp,13
25067,tcp,18
31747,tcp,10
50580,tcp,19
2302,tcp,16
8348,tcp,16
23455,tcp,13
48774,tcp,11
14647,tcp,11
17339,tcp,10
22105,tcp,7
32483,tcp,14
12592,tcp,15
52098,tcp,15
53301,tcp,12
2214,tcp,13
54044,tcp,16
40492,tcp,17
2008,tcp,24
1943,tcp,15
52941,tcp,12
64217,tcp,13
5389,tcp,18
33486,tcp,14
15028,tcp,17
58910,tcp,16
51752,tcp,16
57666,tcp,14
43686,tcp,13
51093,tcp,22
47002,tcp,16
49657,tcp,12
38998,tcp,20
64606,tcp,18
3326,tcp,10
58980,tcp,14
29290,tcp,17
41928,tcp,15
37362,tcp,14
61344,tcp,9
5883,tcp,14
49811,tcp,17
49048,tcp,13
15612,tcp,11
21951,tcp,17
48490,tcp,15
48803,tcp,17
2532,tcp,14
61006,tcp,16
3775,tcp,18
59487,tcp,13
50318,tcp,16
9537,tcp,13
47105,tcp,14
49187,tcp,6
30640,tcp,17
19533,tcp,12
12266,tcp,15
54311,tcp,14
22698,tcp,20
11222,tcp,9
22306,tcp,11
34115,tcp,20
61516,tcp,24
58869,tcp,11
4042,tcp,15
64238,tcp,22
18591,tcp,14
16432,tcp,16
23454,tcp,17
63184,tcp,19
10781,tcp,17
6357,tcp,9
1479,tcp,13
41264,tcp,17
34419,tcp,17
8479,tcp,14
49597,tcp,14
25511,tcp,18
33869,tcp,14
42715,tcp,15
37807,tcp,14
13255,tcp,14
45455,tcp,18
62895,tcp,14
28429,tcp,17
61252,tcp,15
4061,tcp,16
4830,tcp,18
5619,tcp,21
41958,tcp,15
17775,tcp,12
3946,tcp,9
24218,tcp,15
41999,tcp,16
13467,tcp,11
64744,tcp,11
6726,tcp,21
29339,tcp,12
65099,tcp,12
63174,tcp,16
6019,tcp,14
5080,tcp,16
51992,tcp,13
7847,tcp,10
57350,tcp,9
4306,tcp,21
29855,tcp,14
56007,tcp,13
18391,tcp,20
60701,tcp,16
10544,tcp,21
19591,tcp,15
3193,tcp,17
24492,tcp,13
63986,tcp,15
50835,tcp,19
2290,tcp,15
18098,tcp,17
34540,tcp,16
44230,tcp,11
18938,tcp,15
5968,tcp,8
34948,tcp,17
48099,tcp,15
1860,tcp,12
7660,tcp,13
28927,tcp,12
44213,tcp,17
36952,tcp,16
43495,tcp,14
37621,tcp,12
35596,tcp,10
59596,tcp,13
17173,tcp,15
40737,tcp,13
18818,tcp,12
60562,tcp,15
49351,tcp,14
50511,tcp,18
61967,tcp,12
53454,tcp,12
49188,tcp,12
20959,tcp,14
20321,tcp,17
57162,tcp,11
50404,tcp,11
7168,tcp,20
5552,tcp,13
38959,tcp,13
50672,tcp,13
28025,tcp,15
62035,tcp,16
33720,tcp,10
52169,tcp,15
7061,tcp,17
17627,tcp,12
37051,tcp,15
30149,tcp,13
47374,tcp,22
54518,tcp,16
17386,tcp,22
3879,tcp,12
28917,tcp,20
41309,tcp,13
12529,tcp,16
22378,tcp,11
21198,tcp,15
42945,tcp,15
38842,tcp,11
42256,tcp,19
21329,tcp,9
34021,tcp,17
16809,tcp,17
60828,tcp,9
49485,tcp,13
49429,tcp,23
45318,tcp,12
39271,tcp,19
29912,tcp,14
54871,tcp,18
53216,tcp,14
35783,tcp,14
13969,tcp,14
13149,tcp,11
41226,tcp,14
33664,tcp,11
1667,tcp,11
58330,tcp,19
13065,tcp,15
54916,tcp,16
18824,tcp,16
3131,tcp,14
64678,tcp,17
3324,tcp,11
56792,tcp,12
23252,tcp,13
10444,tcp,18
4879,tcp,12
5945,tcp,18
10722,tcp,19
21587,tcp,18
44245,tcp,10
64885,tcp,15
55821,tcp,11
18828,tcp,9
3945,tcp,22
31844,tcp,13
62809,tcp,12
29154,tcp,15
12901,tcp,17
17837,tcp,17
6736,tcp,22
57399,tcp,18
14266,tcp,20
14911,tcp,10
6823,tcp,14
25171,tcp,16
19618,tcp,15
51498,tcp,12
46693,tcp,15
29970,tcp,16
56251,tcp,14
36368,tcp,12
26950,tcp,15
25425,tcp,6
3279,tcp,12
26003,tcp,20
4766,tcp,16
58967,tcp,13
42467,tcp,17
40271,tcp,21
21567,tcp,10
49243,tcp,11
62263,tcp,22
11625,tcp,21
1298,tcp,11
50086,tcp,15
60924,tcp,19
45428,tcp,13
55194,tcp,18
49697,tcp,15
5577,tcp,12
58554,tcp,12
8974,tcp,12
17916,tcp,12
22081,tcp,16
8456,tcp,18
64796,tcp,20
16105,tcp,14
63258,tcp,18
28420,tcp,15
7159,tcp,15
42596,tcp,13
28686,tcp,13
17357,tcp,12
58115,tcp,17
6927,tcp,16
59878,tcp,18
17461,tcp,17
47937,tcp,14
59426,tcp,23
27063,tcp,18
39714,tcp,13
64329,tcp,17
16987,tcp,20
23738,tcp,15
24112,tcp,17
52956,tcp,10
48537,tcp,7
30325,tcp,13
29301,tcp,12
12768,tcp,15
3249,tcp,13
59661,tcp,14
45591,tcp,17
35839,tcp,19
25320,tcp,15
9978,tcp,19
62166,tcp,16
25202,tcp,18
29642,tcp,15
43728,tcp,14
17294,tcp,15
18737,tcp,14
18638,tcp,14
49390,tcp,9
40995,tcp,17
16698,tcp,14
60569,tcp,15
10889,tcp,17
17660,tcp,14
62448,tcp,9
29615,tcp,18
20563,tcp,9
44403,tcp,19
2540,tcp,7
23116,tcp,12
17035,tcp,21
35646,tcp,17
13193,tcp,12
23142,tcp,15
24625,tcp,13
5711,tcp,18
29939,tcp,13
14707,tcp,13
9913,tcp,11
44538,tcp,10
13837,tcp,19
65025,tcp,15
24284,tcp,9
2980,tcp,14
29764,tcp,21
3753,tcp,18
9809,tcp,13
53029,tcp,16
4461,tcp,17
38039,tcp,15
54233,tcp,15
16407,tcp,22
18359,tcp,10
19914,tcp,15
63556,tcp,15
45074,tcp,13
45707,tcp,18
47737,tcp,21
9580,tcp,22
38605,tcp,15
20662,tcp,11
25061,tcp,20
32962,tcp,15
25145,tcp,15
52056,tcp,16
37130,tcp,10
8709,tcp,12
41819,tcp,13
26434,tcp,12
63030,tcp,12
1480,tcp,15
56668,tcp,13
47946,tcp,22
30352,tcp,18
39009,tcp,9
57094,tcp,12
10430,tcp,17
44457,tcp,13
4093,tcp,15
30628,tcp,22
47842,tcp,14
23444,tcp,13
40782,tcp,12
15641,tcp,18
36225,tcp,17
28339,tcp,9
52802,tcp,11
3963,tcp,19
5159,tcp,19
34692,tcp,12
23104,tcp,16
44047,tcp,22
47939,tcp,17
51030,tcp,11
38855,tcp,24
50080,tcp,14
27864,tcp,15
12972,tcp,15
27047,tcp,13
5204,tcp,17
44450,tcp,12
32357,tcp,18
31613,tcp,19
34549,tcp,8
26398,tcp,17
62023,tcp,16
28758,tcp,12
44507,tcp,12
58273,tcp,16
26522,tcp,13
49673,tcp,18
56723,tcp,10
6875,tcp,16
48816,tcp,21
42066,tcp,12
6663,tcp,19
45754,tcp,20
22151,tcp,13
29613,tcp,15
10341,tcp,20
60219,tcp,10
3038,tcp,13
54654,tcp,10
20294,tcp,20
65500,tcp,18
9010,tcp,12
30926,tcp,11
8136,tcp,18
18102,tcp,17
47987,tcp,21
33895,tcp,15
22930,tcp,16
55217,tcp,19
27397,tcp,15
62027,tcp,17
39734,tcp,12
16804,tcp,16
6659,tcp,8
55192,tcp,13
39555,tcp,18
52567,tcp,16
36325,tcp,24
44218,tcp,16
2731,tcp,11
14327,tcp,14
57095,tcp,8
38654,tcp,19
10432,tcp,17
45962,tcp,12
21722,tcp,14
48127,tcp,10
47008,tcp,19
47907,tcp,17
4815,tcp,17
39724,tcp,17
38412,tcp,10
42083,tcp,11
56626,tcp,18
44291,tcp,18
48350,tcp,8
6734,tcp,12
7627,tcp,17
20647,tcp,20
39413,tcp,11
49683,tcp,12
14941,tcp,15
31947,tcp,16
22573,tcp,27
48749,tcp,14
32576,tcp,23
25270,tcp,15
38771,tcp,13
54381,tcp,18
40229,tcp,13
55311,tcp,12
58552,tcp,10
65281,tcp,15
23710,tcp,15
54668,tcp,13
21874,tcp,21
3327,tcp,17
52551,tcp,10
60511,tcp,9
30413,tcp,13
34778,tcp,12
34991,tcp,14
57815,tcp,13
12115,tcp,15
61446,tcp,15
53091,tcp,23
32218,tcp,14
19552,tcp,19
9212,tcp,13
50930,tcp,9
27087,tcp,21
38044,tcp,12
3718,tcp,16
17045,tcp,19
5480,tcp,16
61053,tcp,11
23127,tcp,10
12079,tcp,20
43880,tcp,12
52596,tcp,14
23198,tcp,17
47258,tcp,23
27858,tcp,14
36785,tcp,9
8830,tcp,20
6095,tcp,21
29302,tcp,20
34745,tcp,10
15040,tcp,15
15088,tcp,22
53808,tcp,11
41840,tcp,17
52440,tcp,14
30233,tcp,14
9599,tcp,14
41843,tcp,6
48868,tcp,10
42459,tcp,10
61455,tcp,17
22193,tcp,6
34123,tcp,20
6407,tcp,19
51268,tcp,18
27409,tcp,19
22101,tcp,14
47344,tcp,14
14460,tcp,17
20312,tcp,11
38443,tcp,13
53551,tcp,17
52471,tcp,14
51151,tcp,7
19338,tcp,7
42312,tcp,14
20963,tcp,12
30954,tcp,9
64499,tcp,15
13757,tcp,10
39322,tcp,17
14572,tcp,23
35128,tcp,22
20740,tcp,19
47625,tcp,20
27826,tcp,15
24029,tcp,6
24863,tcp,17
19530,tcp,19
30963,tcp,20
19161,tcp,11
43140,tcp,6
45478,tcp,16
32854,tcp,12
3372,tcp,14
14474,tcp,13
17342,tcp,16
9243,tcp,12
44689,tcp,8
5252,tcp,13
29703,tcp,16
27873,tcp,14
37754,tcp,19
4376,tcp,7
22362,tcp,18
11199,tcp,16
35826,tcp,15
56051,tcp,10
48286,tcp,11
41899,tcp,9
52475,tcp,11
15735,tcp,17
37715,tcp,7
19532,tcp,15
59619,tcp,13
11598,tcp,22
8341,tcp,12
30110,tcp,12
20131,tcp,14
11632,tcp,20
3036,tcp,10
40109,tcp,19
62954,tcp,12
52820,tcp,13
46221,tcp,15
21151,tcp,12
25586,tcp,11
18273,tcp,21
13977,tcp,15
54041,tcp,17
45369,tcp,14
10896,tcp,15
59010,tcp,9
28066,tcp,17
47450,tcp,13
32426,tcp,22
11277,tcp,12
50714,tcp,16
45257,tcp,14
20291,tcp,13
5288,tcp,7
54650,tcp,19
34566,tcp,13
35300,tcp,13
54097,tcp,12
4463,tcp,16
21813,tcp,18
19633,tcp,13
16511,tcp,10
13367,tcp,14
26757,tcp,12
64628,tcp,13
40762,tcp,15
8250,tcp,19
24041,tcp,11
18023,tcp,21
2779,tcp,13
52377,tcp,16
41885,tcp,17
60824,tcp,14
29585,tcp,13
12923,tcp,13
58458,tcp,14
59282,tcp,19
17869,tcp,10
18322,tcp,13
57109,tcp,19
13834,tcp,15
32812,tcp,20
58807,tcp,17
15710,tcp,13
53831,tcp,25
40488,tcp,7
65341,tcp,5
10194,tcp,13
49115,tcp,17
65249,tcp,19
23944,tcp,13
50817,tcp,16
63527,tcp,15
45333,tcp,13
18477,tcp,12
2297,tcp,14
56062,tcp,18
19703,tcp,11
32663,tcp,23
59014,tcp,19
8754,tcp,11
1942,tcp,13
50708,tcp,15
52000,tcp,15
61091,tcp,16
20238,tcp,11
62706,tcp,13
56126,tcp,11
5231,tcp,19
25719,tcp,19
53661,tcp,14
12292,tcp,11
16236,tcp,16
15010,tcp,11
11855,tcp,17
8962,tcp,16
48807,tcp,15
13754,tcp,18
22821,tcp,8
26867,tcp,10
54994,tcp,22
34154,tcp,12
8091,tcp,12
41787,tcp,14
11695,tcp,15
32765,tcp,21
21583,tcp,15
63002,tcp,17
11433,tcp,17
34562,tcp,18
61628,tcp,18
45714,tcp,17
27229,tcp,15
40558,tcp,15
48950,tcp,17
42519,tcp,11
32188,tcp,11
60103,tcp,15
45609,tcp,16
16464,tcp,20
51219,tcp,12
44001,tcp,17
10052,tcp,20
43987,tcp,9
26982,tcp,12
30337,tcp,20
4734,tcp,18
14190,tcp,16
34454,tcp,14
46400,tcp,16
6515,tcp,15
33729,tcp,14
15617,tcp,13
3225,tcp,14
49250,tcp,12
36073,tcp,7
60508,tcp,15
56378,tcp,10
28566,tcp,20
19549,tcp,13
64310,tcp,23
53061,tcp,15
65348,tcp,14
38371,tcp,18
40494,tcp,23
64703,tcp,19
4481,tcp,13
42001,tcp,16
42821,tcp,15
27162,tcp,13
47355,tcp,15
57032,tcp,24
3033,tcp,20
31373,tcp,18
62611,tcp,14
21697,tcp,12
43065,tcp,12
40442,tcp,13
43273,tcp,21
49617,tcp,19
37873,tcp,12
65415,tcp,15
35095,tcp,12
53947,tcp,20
14508,tcp,9
49294,tcp,15
60488,tcp,20
16013,tcp,12
39546,tcp,11
6590,tcp,13
18940,tcp,10
56862,tcp,17
48221,tcp,19
37729,tcp,11
10257,tcp,12
63382,tcp,15
6704,tcp,11
48323,tcp,15
36760,tcp,10
39607,tcp,19
65424,tcp,13
21382,tcp,14
6161,tcp,17
9729,tcp,14
37907,tcp,18
29366,tcp,11
37265,tcp,11
53974,tcp,14
59894,tcp,13
56805,tcp,11
8262,tcp,13
60192,tcp,19
5392,tcp,14
37616,tcp,17
28316,tcp,16
46928,tcp,13
45881,tcp,8
36855,tcp,9
8196,tcp,13
21605,tcp,10
64660,tcp,13
39260,tcp,13
59236,tcp,18
55108,tcp,7
19141,tcp,16
14076,tcp,14
37105,tcp,18
9331,tcp,16
2727,tcp,12
14792,tcp,20
5471,tcp,11
2639,tcp,14
24777,tcp,14
9404,tcp,17
12021,tcp,17
13639,tcp,14
57968,tcp,11
2154,tcp,15
15206,tcp,13
64311,tcp,12
13519,tcp,13
4640,tcp,17
17593,tcp,21
58574,tcp,18
64969,tcp,13
1840,tcp,13
65349,tcp,8
24787,tcp,22
45310,tcp,19
34066,tcp,17
63279,tcp,20
7970,tcp,21
31471,tcp,17
2833,tcp,8
7630,tcp,19
5825,tcp,17
55856,tcp,15
63555,tcp,12
26173,tcp,11
21188,tcp,10
29952,tcp,14
37230,tcp,19
63982,tcp,10
60073,tcp,10
50799,tcp,13
44849,tcp,17
17444,tcp,11
32164,tcp,17
23461,tcp,18
30566,tcp,13
39625,tcp,11
44013,tcp,18
39606,tcp,9
27622,tcp,12
52393,tcp,10
2442,tcp,17
57413,tcp,14
14420,tcp,15
37209,tcp,15
41327,tcp,17
36445,tcp,16
46896,tcp,13
13288,tcp,16
34030,tcp,9
11455,tcp,10
58975,tcp,12
32142,tcp,18
42851,tcp,17
39024,tcp,16
44156,tcp,13
54332,tcp,10
4557,tcp,12
21423,tcp,11
8185,tcp,14
5514,tcp,11
44027,tcp,14
5544,tcp,13
65217,tcp,14
9337,tcp,10
53344,tcp,13
2333,tcp,12
52195,tcp,17
9949,tcp,17
12636,tcp,14
60621,tcp,15
57850,tcp,13
12848,tcp,19
17767,tcp,16
4733,tcp,19
14317,tcp,14
29439,tcp,17
17905,tcp,19
6906,tcp,12
64490,tcp,11
62353,tcp,13
1821,tcp,16
53114,tcp,21
26483,tcp,14
33372,tcp,12
53281,tcp,14
29534,tcp,15
27274,tcp,21
43977,tcp,16
4205,tcp,7
25093,tcp,19
2382,tcp,14
10367,tcp,22
1978,tcp,16
45605,tcp,11
55933,tcp,18
52735,tcp,11
14300,tcp,14
16480,tcp,25
42674,tcp,10
14141,tcp,15
24832,tcp,14
56956,tcp,15
17951,tcp,11
24164,tcp,18
62575,tcp,13
25521,tcp,13
17328,tcp,11
52512,tcp,12
39423,tcp,21
62437,tcp,20
31380,tcp,14
36002,tcp,13
12380,tcp,12
46819,tcp,16
52724,tcp,19
59630,tcp,12
43449,tcp,14
10027,tcp,16
27157,tcp,13
50081,tcp,15
32070,tcp,10
37905,tcp,11
60423,tcp,23
26523,tcp,14
33242,tcp,18
28407,tcp,19
31955,tcp,13
34712,tcp,15
39176,tcp,18
46853,tcp,9
27330,tcp,14
9007,tcp,18
38219,tcp,16
48633,tcp,9
54084,tcp,15
9039,tcp,14
49677,tcp,20
11042,tcp,11
47030,tcp,12
60803,tcp,14
39559,tcp,15
55870,tcp,15
22510,tcp,11
53083,tcp,20
34918,tcp,24
11128,tcp,16
9820,tcp,12
43056,tcp,17
16929,tcp,18
18465,tcp,13
15491,tcp,14
59194,tcp,14
56464,tcp,11
52691,tcp,17
55099,tcp,22
45668,tcp,11
21486,tcp,15
6372,tcp,12
62586,tcp,12
19055,tcp,12
6664,tcp,19
4739,tcp,9
10932,tcp,20
57802,tcp,11
62438,tcp,17
49417,tcp,13
46227,tcp,17
63871,tcp,18
5876,tcp,14
19868,tcp,13
18231,tcp,14
37855,tcp,16
29343,tcp,11
43117,tcp,16
50312,tcp,16
62618,tcp,18
12591,tcp,15
57749,tcp,15
57635,tcp,12
48459,tcp,15
62563,tcp,16
30815,tcp,10
13860,tcp,9
62385,tcp,17
25638,tcp,15
4019,tcp,16
61280,tcp,13
49579,tcp,11
25568,tcp,15
52915,tcp,12
20470,tcp,13
37635,tcp,12
50212,tcp,12
23796,tcp,13
52346,tcp,11
24960,tcp,20
12508,tcp,14
30463,tcp,10
23048,tcp,11
65211,tcp,19
31475,tcp,17
13076,tcp,11
62112,tcp,16
19336,tcp,19
21426,tcp,16
22175,tcp,14
11226,tcp,12
49612,tcp,13
13356,tcp,15
35482,tcp,14
9131,tcp,12
25900,tcp,17
26543,tcp,15
32754,tcp,18
35894,tcp,20
8431,tcp,15
44222,tcp,16
18639,tcp,14
52274,tcp,12
20174,tcp,15
45101,tcp,17
10087,tcp,13
16609,tcp,16
55382,tcp,13
59875,tcp,14
13540,tcp,12
30627,tcp,9
48352,tcp,14
64822,tcp,9
7000,tcp,20
15897,tcp,9
6868,tcp,17
45433,tcp,17
28852,tcp,22
11951,tcp,16
22089,tcp,14
23702,tcp,12
17540,tcp,16
48768,tcp,11
42430,tcp,12
48307,tcp,13
37502,tcp,10
53868,tcp,16
56043,tcp,9
37581,tcp,15
58787,tcp,11
11475,tcp,15
51473,tcp,11
48535,tcp,15
49468,tcp,15
61219,tcp,22
15872,tcp,16
28369,tcp,14
4139,tcp,15
9577,tcp,13
26665,tcp,21
51980,tcp,19
46644,tcp,9
50527,tcp,18
32275,tcp,11
51462,tcp,14
49950,tcp,14
19636,tcp,10
59678,tcp,12
27249,tcp,13
10902,tcp,17
8021,tcp,13
13908,tcp,17
20525,tcp,11
12651,tcp,17
50645,tcp,16
25829,tcp,10
58461,tcp,18
14867,tcp,16
18751,tcp,16
40074,tcp,17
51235,tcp,12
33775,tcp,8
53568,tcp,15
55808,tcp,15
4708,tcp,12
26725,tcp,14
41614,tcp,19
52001,tcp,13
39228,tcp,10
7706,tcp,12
46166,tcp,17
64100,tcp,10
17817,tcp,16
37304,tcp,14
53348,tcp,10
32431,tcp,10
34977,tcp,15
27586,tcp,18
7730,tcp,18
31643,tcp,13
4907,tcp,10
30695,tcp,10
60561,tcp,17
19351,tcp,13
30279,tcp,20
53074,tcp,15
35606,tcp,20
2491,tcp,13
39032,tcp,18
11612,tcp,14
39313,tcp,10
55589,tcp,20
40975,tcp,13
27480,tcp,19
16107,tcp,11
8612,tcp,12
19824,tcp,10
15128,tcp,13
14154,tcp,18
60912,tcp,16
16610,tcp,16
22434,tcp,13
9462,tcp,23
52158,tcp,17
15751,tcp,20
18988,tcp,17
16688,tcp,21
38531,tcp,11
1653,tcp,17
22150,tcp,16
27104,tcp,13
60242,tcp,11
4000,tcp,13
6632,tcp,13
11272,tcp,25
8379,tcp,15
50675,tcp,11
58490,tcp,12
42812,tcp,12
62679,tcp,17
54184,tcp,18
61166,tcp,19
24825,tcp,17
41682,tcp,20
38760,tcp,14
60625,tcp,10
8401,tcp,18
25135,tcp,9
50731,tcp,20
7549,tcp,18
31499,tcp,15
50407,tcp,16
14613,tcp,14
38943,tcp,24
35062,tcp,14
14510,tcp,17
63655,tcp,12
32536,tcp,18
36949,tcp,16
50766,tcp,23
26068,tcp,12
12911,tcp,8
63343,tcp,17
29473,tcp,14
4772,tcp,20
33793,tcp,19
24067,tcp,13
34754,tcp,14
33153,tcp,17
2884,tcp,14
55733,tcp,17
61718,tcp,30
61744,tcp,15
9104,tcp,12
49180,tcp,8
17797,tcp,13
60654,tcp,18
41915,tcp,14
17630,tcp,17
56336,tcp,19
6968,tcp,15
45464,tcp,9
43089,tcp,14
9097,tcp,18
1554,tcp,14
14705,tcp,22
26187,tcp,9
47524,tcp,10
14462,tcp,21
48984,tcp,15
9087,tcp,10
61839,tcp,30
58160,tcp,13
25990,tcp,15
61672,tcp,14
9569,tcp,20
27960,tcp,12
24052,tcp,10
53673,tcp,14
10411,tcp,8
1746,tcp,14
13463,tcp,13
33167,tcp,19
52846,tcp,16
43293,tcp,13
41605,tcp,13
30194,tcp,20
35575,tcp,12
16983,tcp,11
55191,tcp,13
6793,tcp,14
20845,tcp,11
8201,tcp,20
5451,tcp,12
9373,tcp,18
60363,tcp,16
4471,tcp,13
21829,tcp,27
6275,tcp,16
27792,tcp,17
4400,tcp,17
27766,tcp,20
31528,tcp,13
27872,tcp,11
20063,tcp,16
44529,tcp,7
5156,tcp,17
9635,tcp,14
37644,tcp,18
59256,tcp,19
